"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2057","Delete build configuration","tests.api","2026-07-16","passed","2026-07-16","","build_configuration_test","",""
"","2226","Created project is persisted in database","tests.api","2026-07-16","passed","2026-07-16","","project_test","",""
"","15","Project cannot be created with unknown parent","tests.api","2026-07-16","passed","2026-07-16","","project_test","",""
"","35","TeamCity web endpoint is opened","tests.smoke","2026-07-16","passed","2026-07-16","","test_teamcity_opened","",""
"","18","Build configuration cannot be created without authorization","tests.api","2026-07-16","passed","2026-07-16","","build_configuration_test","",""
"","54","Create subproject","tests.api","2026-07-16","passed","2026-07-16","","project_test","",""
"","83","Assign role to user","tests.api.user_test","2026-07-16","passed","2026-07-16","","permissions_test","",""
"","104","Create user token","tests.api.user_test","2026-07-16","passed","2026-07-16","","token_test","",""
"","17","Create project","tests.api","2026-07-16","passed","2026-07-16","","project_test","",""
"","642","Created build configuration is persisted in database","tests.api","2026-07-16","passed","2026-07-16","","build_configuration_test","",""
"","60","Request without token is rejected","tests.api.user_test","2026-07-16","passed","2026-07-16","","token_test","",""
"","118","Projects with same name can be created in different parents","tests.api","2026-07-16","passed","2026-07-16","","project_test","",""
"","57","Build configuration cannot be created with existing id","tests.api","2026-07-16","passed","2026-07-16","","build_configuration_test","",""
"","47","Create build configuration with different id and name","tests.api","2026-07-16","passed","2026-07-16","","build_configuration_test","",""
"","1056","User cannot be created without authorization","tests.api.user_test","2026-07-16","passed","2026-07-16","","user_test","",""
"","800","Build configuration cannot be created in unknown project","tests.api","2026-07-16","broken","2026-07-16","","build_configuration_test","",""
"","227","Create build configuration","tests.api","2026-07-16","passed","2026-07-16","","build_configuration_test","",""
"","39","Build configuration cannot be created with existing name in same project","tests.api","2026-07-16","passed","2026-07-16","","build_configuration_test","",""
"","30","Create project with different id and name","tests.api","2026-07-16","passed","2026-07-16","","project_test","",""
"","633","Build configurations with same name can be created in different projects","tests.api","2026-07-16","passed","2026-07-16","","build_configuration_test","",""
"","28","Project cannot be created with existing name in same parent","tests.api","2026-07-16","passed","2026-07-16","","project_test","",""
"","47","Create user","tests.api.user_test","2026-07-16","passed","2026-07-16","","user_test","",""
"","119","Limited user cannot create build configuration","tests.api.user_test","2026-07-16","passed","2026-07-16","","permissions_test","",""
"","43","Request with invalid token is rejected","tests.api.user_test","2026-07-16","passed","2026-07-16","","token_test","",""
"","79","Administrator user can create project","tests.api.user_test","2026-07-16","passed","2026-07-16","","permissions_test","",""
"","38","Project cannot be created with existing id","tests.api","2026-07-16","passed","2026-07-16","","project_test","",""
"","449","Limited user cannot create project","tests.api.user_test","2026-07-16","passed","2026-07-16","","permissions_test","",""
"","791","Created user is persisted in database","tests.api.user_test","2026-07-16","passed","2026-07-16","","user_test","",""
"","146","Request with revoked token is rejected","tests.api.user_test","2026-07-16","passed","2026-07-16","","token_test","",""
"","56","Delete project with build configuration","tests.api","2026-07-16","passed","2026-07-16","","build_configuration_test","",""
"","1523","Delete project","tests.api","2026-07-16","passed","2026-07-16","","project_test","",""
"","1234","Delete user","tests.api.user_test","2026-07-16","passed","2026-07-16","","user_test","",""
"","65","User cannot be created with existing username","tests.api.user_test","2026-07-16","passed","2026-07-16","","user_test","",""
"","134","Request with valid token is authorized","tests.api.user_test","2026-07-16","passed","2026-07-16","","token_test","",""
"","52","Administrator user can create build configuration","tests.api.user_test","2026-07-16","passed","2026-07-16","","permissions_test","",""
"","647","Project cannot be created without authorization","tests.api","2026-07-16","passed","2026-07-16","","project_test","",""
"","112","Deleting user revokes its tokens","tests.api.user_test","2026-07-16","passed","2026-07-16","","token_test","",""
"","75","Deleted user cannot authenticate","tests.api.user_test","2026-07-16","passed","2026-07-16","","user_test","",""
"","133","Create build configuration in subproject","tests.api","2026-07-16","passed","2026-07-16","","build_configuration_test","",""
