"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7778","test_admin_can_delete_user[webkit]","UI · WebKit","2026-08-08","passed","2026-08-08","Users","Identity & Access","",""
"","61","User cannot be created with existing username","API","2026-08-08","passed","2026-08-08","Users","Identity & Access","",""
"","11193","Manual build run reports failed script","API","2026-08-08","passed","2026-08-08","Manual Run","Build Execution","",""
"","255","Create build configuration in subproject","API","2026-08-08","passed","2026-08-08","Scoping","Build Configurations","",""
"","12589","test_admin_can_create_access_token_for_user[firefox]","UI · Firefox","2026-08-08","passed","2026-08-08","Access Tokens","Identity & Access","",""
"","15099","test_admin_can_create_access_token_for_user[webkit]","UI · WebKit","2026-08-08","passed","2026-08-08","Access Tokens","Identity & Access","",""
"","70","Build configuration cannot be created without authorization","API","2026-08-08","passed","2026-08-08","Authorization","Build Configurations","",""
"","9043","test_admin_can_create_access_token_for_user[chromium]","UI · Chromium","2026-08-08","passed","2026-08-08","Access Tokens","Identity & Access","",""
"","13548","test_admin_can_create_user[webkit]","UI · WebKit","2026-08-08","passed","2026-08-08","Users","Identity & Access","",""
"","48","Project cannot be created with existing name in same parent","API","2026-08-08","passed","2026-08-08","Validation","Projects","",""
"","39","User cannot be created without authorization","API","2026-08-08","passed","2026-08-08","Users","Identity & Access","",""
"","7153","test_admin_cannot_create_user_with_empty_required_fields[firefox]","UI · Firefox","2026-08-08","passed","2026-08-08","Users","Identity & Access","",""
"","5791","test_admin_cannot_create_user_with_empty_required_fields[webkit]","UI · WebKit","2026-08-08","passed","2026-08-08","Users","Identity & Access","",""
"","9952","test_admin_can_create_project[webkit]","UI · WebKit","2026-08-08","passed","2026-08-08","Creation","Projects","",""
"","99","Deleted user cannot authenticate","API","2026-08-08","passed","2026-08-08","Users","Identity & Access","",""
"","217","Limited user cannot create project","API","2026-08-08","passed","2026-08-08","Permissions","Identity & Access","",""
"","93","Administrator user can create build configuration","API","2026-08-08","passed","2026-08-08","Permissions","Identity & Access","",""
"","78","Create multiple build steps","API","2026-08-08","passed","2026-08-08","Lifecycle","Build Steps","",""
"","59","Build configuration cannot be created with existing name in same project","API","2026-08-08","passed","2026-08-08","Validation","Build Configurations","",""
"","85","Create user","API","2026-08-08","passed","2026-08-08","Users","Identity & Access","",""
"","65","Create build configuration with different id and name","API","2026-08-08","passed","2026-08-08","Lifecycle","Build Configurations","",""
"","12372","Manual build run receives a runtime parameter","API","2026-08-08","passed","2026-08-08","Runtime Parameters","Build Execution","",""
"","54","Request without token is rejected","API","2026-08-08","passed","2026-08-08","Access Tokens","Identity & Access","",""
"","378","Delete build step","API","2026-08-08","passed","2026-08-08","Lifecycle","Build Steps","",""
"","134","Delete project with build configuration","API","2026-08-08","passed","2026-08-08","Lifecycle","Build Configurations","",""
"","15165","test_admin_can_login[firefox]","UI · Firefox","2026-08-08","passed","2026-08-08","Login","Authentication","",""
"","82","Request with invalid token is rejected","API","2026-08-08","passed","2026-08-08","Access Tokens","Identity & Access","",""
"","102","Delete project","API","2026-08-08","passed","2026-08-08","Lifecycle","Projects","",""
"","50","Update build step","API","2026-08-08","passed","2026-08-08","Lifecycle","Build Steps","",""
"","13","Project cannot be created with unknown parent","API","2026-08-08","passed","2026-08-08","Validation","Projects","",""
"","7683","test_admin_can_delete_user[firefox]","UI · Firefox","2026-08-08","passed","2026-08-08","Users","Identity & Access","",""
"","5928","test_project_viewer_cannot_create_entities[firefox]","UI · Firefox","2026-08-08","passed","2026-08-08","Permissions","Identity & Access","",""
"","93","Delete build configuration","API","2026-08-08","passed","2026-08-08","Lifecycle","Build Configurations","",""
"","2546","test_user_cannot_login_with_invalid_credentials[chromium]","UI · Chromium","2026-08-08","passed","2026-08-08","Login","Authentication","",""
"","93","Updated build step is persisted in TeamCity configuration","API","2026-08-08","passed","2026-08-08","Configuration Persistence","Build Steps","",""
"","57","Create build step","API","2026-08-08","passed","2026-08-08","Lifecycle","Build Steps","",""
"","71","Build configuration cannot be created in unknown project","API","2026-08-08","passed","2026-08-08","Validation","Build Configurations","",""
"","193","Projects with same name can be created in different parents","API","2026-08-08","passed","2026-08-08","Hierarchy","Projects","",""
"","2699","test_user_cannot_login_with_invalid_credentials[firefox]","UI · Firefox","2026-08-08","passed","2026-08-08","Login","Authentication","",""
"","74","Create project","API","2026-08-08","passed","2026-08-08","Lifecycle","Projects","",""
"","98","Build configuration cannot be created with existing id","API","2026-08-08","passed","2026-08-08","Validation","Build Configurations","",""
"","7382","test_admin_can_create_user[chromium]","UI · Chromium","2026-08-08","passed","2026-08-08","Users","Identity & Access","",""
